ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentCategory,IssueCategory
371,47,20,24-11-2024,4,"Great purchase, very satisfied.",Positive,None
372,107,11,10-07-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
373,223,6,28-06-2023,1,Not worth the money.,Negative,Product Cost
374,197,2,04-12-2024,2,Disappointed with the performance.,Negative,Product Performance
375,107,3,02-02-2024,1,The product stopped working after a month.,Negative,Durability
376,142,5,31-01-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
377,117,8,30-04-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
378,49,10,23-02-2023,2,The product arrived late.,Negative,Delivery
379,80,7,18-04-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
380,33,16,29-03-2023,1,The product stopped working after a month.,Negative,Durability
381,230,4,08-09-2024,1,Not worth the money.,Negative,Product Cost
382,299,10,21-11-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
383,129,2,09-12-2023,1,Not worth the money.,Negative,Product Cost
384,57,20,12-11-2024,1,I had a bad experience with this product.,Negative,Product Performance
385,294,12,30-01-2023,2,The product arrived late.,Negative,Delivery
386,38,20,27-12-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
387,3,11,27-02-2024,1,Not worth the money.,Negative,Product Cost
388,226,8,14-10-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
389,81,14,20-08-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
390,189,3,28-04-2024,1,Not worth the money.,Negative,Product Cost
391,222,8,06-01-2024,4,Five stars for the quick delivery.,Positive,None
392,136,4,03-09-2023,1,I had a bad experience with this product.,Negative,Product Performance
393,15,5,22-12-2024,4,Five stars for the quick delivery.,Positive,None
394,270,13,05-05-2024,5,"Excellent product, highly recommend!",Positive,None
395,28,13,29-02-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
396,217,1,22-06-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
397,298,6,17-07-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
398,229,15,30-03-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
399,42,10,16-08-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
400,189,16,29-03-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
401,173,7,04-06-2023,4,Five stars for the quick delivery.,Positive,None
402,254,20,24-09-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
403,179,6,08-02-2024,5,"Excellent product, highly recommend!",Positive,None
404,162,17,20-04-2024,2,The product arrived late.,Negative,Delivery
405,269,20,29-04-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
406,284,8,12-04-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
407,55,11,27-04-2023,5,"Excellent product, highly recommend!",Positive,None
408,35,9,16-06-2023,1,The product stopped working after a month.,Negative,Durability
409,135,4,10-06-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
410,257,10,09-01-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
411,214,15,11-08-2023,5,"Excellent product, highly recommend!",Positive,None
412,105,15,18-03-2023,1,The product stopped working after a month.,Negative,Durability
413,241,9,05-04-2023,2,Disappointed with the performance.,Negative,Product Performance
414,1,14,16-02-2024,2,Disappointed with the performance.,Negative,Product Performance
415,165,10,22-11-2023,1,I had a bad experience with this product.,Negative,Product Performance
416,28,18,27-12-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
417,3,7,18-09-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
418,63,3,19-05-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
419,46,15,30-01-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
420,54,7,27-10-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
421,59,4,19-11-2024,4,Five stars for the quick delivery.,Positive,None
422,232,7,29-06-2024,4,"Great purchase, very satisfied.",Positive,None
423,47,17,08-10-2024,1,I had a bad experience with this product.,Negative,Product Performance
424,45,15,16-06-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
425,126,11,26-04-2024,2,Disappointed with the performance.,Negative,Product Performance
426,195,12,08-03-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
427,7,1,07-03-2023,2,Disappointed with the performance.,Negative,Product Performance
428,33,11,25-10-2023,4,Five stars for the quick delivery.,Positive,None
429,205,2,27-12-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
430,284,5,25-10-2023,5,"Excellent product, highly recommend!",Positive,None
431,63,14,14-10-2023,4,"Great purchase, very satisfied.",Positive,None
432,139,6,07-11-2023,1,I had a bad experience with this product.,Negative,Product Performance
433,36,4,17-09-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
434,163,10,05-11-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
435,224,5,09-10-2023,1,Not worth the money.,Negative,Product Cost
436,271,5,10-05-2023,4,"Great purchase, very satisfied.",Positive,None
437,32,14,28-10-2023,4,Five stars for the quick delivery.,Positive,None
438,38,3,08-03-2024,2,The product arrived late.,Negative,Delivery
439,134,13,26-02-2023,4,"Great purchase, very satisfied.",Positive,None
440,266,20,23-12-2023,5,"Excellent product, highly recommend!",Positive,None
441,174,20,02-06-2023,4,"Great purchase, very satisfied.",Positive,None
442,143,14,05-02-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
443,76,3,22-05-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
444,218,9,29-11-2023,4,"Great purchase, very satisfied.",Positive,None
445,120,4,19-03-2024,1,Not worth the money.,Negative,Product Cost
446,139,19,19-11-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
447,221,2,28-11-2023,1,I had a bad experience with this product.,Negative,Product Performance
448,148,4,09-04-2023,1,The product stopped working after a month.,Negative,Durability
449,110,16,30-10-2024,5,"Excellent product, highly recommend!",Positive,None
450,115,10,18-10-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
451,124,4,01-12-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
452,255,18,04-09-2024,1,I had a bad experience with this product.,Negative,Product Performance
453,24,16,02-07-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
454,296,11,08-04-2024,1,The product stopped working after a month.,Negative,Durability
455,193,2,25-04-2023,2,The product arrived late.,Negative,Delivery
456,270,8,15-01-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
457,55,11,11-10-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
458,146,16,10-11-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
459,124,8,01-10-2023,1,The product stopped working after a month.,Negative,Durability
460,115,12,01-11-2024,1,I had a bad experience with this product.,Negative,Product Performance
461,241,8,18-03-2024,1,Not worth the money.,Negative,Product Cost
462,245,2,07-04-2023,1,I had a bad experience with this product.,Negative,Product Performance
463,219,17,04-01-2024,4,Five stars for the quick delivery.,Positive,None
464,186,8,20-03-2023,1,I had a bad experience with this product.,Negative,Product Performance
465,248,11,19-02-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
466,3,19,08-08-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
467,10,3,29-04-2023,2,The product arrived late.,Negative,Delivery
468,168,20,12-02-2024,2,The product arrived late.,Negative,Delivery
469,294,15,03-10-2023,1,I had a bad experience with this product.,Negative,Product Performance
470,10,20,03-01-2024,4,Five stars for the quick delivery.,Positive,None
471,290,1,02-12-2023,1,The product stopped working after a month.,Negative,Durability
472,182,2,05-09-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
473,248,19,06-06-2023,2,The product arrived late.,Negative,Delivery
474,35,17,01-10-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
475,79,13,12-02-2024,2,The product arrived late.,Negative,Delivery
476,26,13,30-07-2023,1,The product stopped working after a month.,Negative,Durability
477,89,10,20-03-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
478,49,3,03-09-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
479,138,2,07-12-2024,1,The product stopped working after a month.,Negative,Durability
480,196,6,14-05-2024,2,The product arrived late.,Negative,Delivery
481,14,17,29-06-2024,1,The product stopped working after a month.,Negative,Durability
482,28,13,29-05-2024,1,Not worth the money.,Negative,Product Cost
483,104,3,06-05-2023,4,Five stars for the quick delivery.,Positive,None
484,61,15,19-08-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
485,72,18,02-06-2023,1,Not worth the money.,Negative,Product Cost
486,83,7,05-09-2023,5,"Excellent product, highly recommend!",Positive,None
487,95,11,04-02-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
488,256,5,21-12-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
489,110,17,19-12-2023,1,Not worth the money.,Negative,Product Cost
490,220,4,10-03-2024,4,Five stars for the quick delivery.,Positive,None
491,236,4,25-09-2023,5,"Excellent product, highly recommend!",Positive,None
492,98,9,28-06-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
493,254,7,28-05-2023,4,"Great purchase, very satisfied.",Positive,None
494,162,16,27-08-2023,1,The product stopped working after a month.,Negative,Durability
495,251,9,04-07-2023,1,Not worth the money.,Negative,Product Cost
496,52,10,04-06-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
497,130,6,05-02-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
498,123,16,25-09-2023,5,"Excellent product, highly recommend!",Positive,None
499,190,17,11-04-2024,5,"Excellent product, highly recommend!",Positive,None
500,148,5,17-12-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
501,169,19,20-05-2023,1,I had a bad experience with this product.,Negative,Product Performance
502,169,8,18-10-2024,1,Not worth the money.,Negative,Product Cost
503,2,19,08-01-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
504,281,16,21-05-2024,2,Disappointed with the performance.,Negative,Product Performance
505,115,13,30-10-2023,1,I had a bad experience with this product.,Negative,Product Performance
506,94,16,04-08-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
507,300,12,09-04-2024,4,Five stars for the quick delivery.,Positive,None
508,114,17,03-10-2024,5,"Excellent product, highly recommend!",Positive,None
509,217,3,11-05-2023,2,Disappointed with the performance.,Negative,Product Performance
510,77,3,03-09-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
511,54,4,06-11-2024,1,I had a bad experience with this product.,Negative,Product Performance
512,38,8,02-11-2024,4,"Great purchase, very satisfied.",Positive,None
513,26,4,31-01-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
514,169,7,17-01-2024,1,Not worth the money.,Negative,Product Cost
515,23,6,24-09-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
516,296,9,21-06-2024,1,Not worth the money.,Negative,Product Cost
517,148,4,24-06-2023,4,"Great purchase, very satisfied.",Positive,None
518,72,5,05-07-2023,4,"Great purchase, very satisfied.",Positive,None
519,88,2,25-07-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
520,128,17,26-11-2023,1,The product stopped working after a month.,Negative,Durability
521,243,2,12-08-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
522,107,19,18-04-2023,4,"Great purchase, very satisfied.",Positive,None
523,246,1,23-06-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
524,288,15,15-06-2024,4,"Great purchase, very satisfied.",Positive,None
525,246,20,23-06-2023,5,"Excellent product, highly recommend!",Positive,None
526,116,4,10-03-2024,1,The product stopped working after a month.,Negative,Durability
527,284,6,24-05-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
528,28,17,07-01-2023,2,Disappointed with the performance.,Negative,Product Performance
529,108,15,11-03-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
530,55,20,26-08-2023,5,"Excellent product, highly recommend!",Positive,None
531,230,18,05-11-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
532,279,18,10-09-2023,2,The product arrived late.,Negative,Delivery
533,2,7,30-03-2024,1,I had a bad experience with this product.,Negative,Product Performance
534,143,15,25-08-2023,2,The product arrived late.,Negative,Delivery
535,64,4,17-08-2023,1,Not worth the money.,Negative,Product Cost
536,107,15,04-03-2023,1,I had a bad experience with this product.,Negative,Product Performance
537,129,19,30-09-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
538,87,10,11-01-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
539,158,1,26-03-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
540,8,1,25-11-2023,4,"Great purchase, very satisfied.",Positive,None
541,183,11,27-10-2024,2,The product arrived late.,Negative,Delivery
542,266,5,29-07-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
543,283,4,14-11-2024,5,"Excellent product, highly recommend!",Positive,None
544,262,1,14-11-2024,2,The product arrived late.,Negative,Delivery
545,92,19,29-10-2024,1,The product stopped working after a month.,Negative,Durability
546,119,17,26-11-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
547,70,18,15-10-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
548,247,19,20-07-2024,1,Not worth the money.,Negative,Product Cost
549,85,11,11-06-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
550,182,8,20-04-2024,5,"Excellent product, highly recommend!",Positive,None
551,191,14,29-10-2023,5,"Excellent product, highly recommend!",Positive,None
552,165,8,10-08-2023,1,The product stopped working after a month.,Negative,Durability
553,18,15,17-01-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
554,211,14,28-11-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
555,32,13,07-08-2023,1,Not worth the money.,Negative,Product Cost
556,120,3,13-04-2023,2,Disappointed with the performance.,Negative,Product Performance
557,36,14,14-12-2024,5,"Excellent product, highly recommend!",Positive,None
558,54,19,07-12-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
559,113,1,01-09-2024,4,"Great purchase, very satisfied.",Positive,None
560,251,7,27-04-2023,4,"Great purchase, very satisfied.",Positive,None
561,131,2,24-08-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
562,253,20,21-03-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
563,5,7,12-05-2024,2,Disappointed with the performance.,Negative,Product Performance
564,109,1,29-02-2024,5,"Excellent product, highly recommend!",Positive,None
565,276,19,21-05-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
566,8,10,15-01-2024,2,The product arrived late.,Negative,Delivery
567,67,2,03-05-2024,4,Five stars for the quick delivery.,Positive,None
568,50,13,06-07-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
569,230,10,11-05-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
570,221,18,04-10-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
571,125,5,04-01-2024,1,Not worth the money.,Negative,Product Cost
572,165,2,10-03-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
573,69,19,07-11-2024,2,Disappointed with the performance.,Negative,Product Performance
574,13,11,13-08-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
575,226,20,12-10-2024,5,"Excellent product, highly recommend!",Positive,None
576,67,1,06-04-2024,4,Five stars for the quick delivery.,Positive,None
577,18,20,20-12-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
578,281,20,24-01-2023,4,"Great purchase, very satisfied.",Positive,None
579,161,11,12-01-2023,2,The product arrived late.,Negative,Delivery
580,51,19,10-09-2024,1,Not worth the money.,Negative,Product Cost
581,213,18,27-09-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
582,165,14,01-12-2023,1,The product stopped working after a month.,Negative,Durability
583,229,18,23-03-2023,1,The product stopped working after a month.,Negative,Durability
584,229,9,29-10-2023,4,Five stars for the quick delivery.,Positive,None
585,18,11,24-09-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
586,186,3,14-01-2024,1,The product stopped working after a month.,Negative,Durability
587,167,14,10-05-2024,1,Not worth the money.,Negative,Product Cost
588,144,1,31-07-2024,1,Not worth the money.,Negative,Product Cost
589,90,2,30-04-2023,1,The product stopped working after a month.,Negative,Durability
590,202,16,20-11-2023,2,Disappointed with the performance.,Negative,Product Performance
591,125,2,25-01-2023,5,"Excellent product, highly recommend!",Positive,None
592,115,9,04-10-2024,5,"Excellent product, highly recommend!",Positive,None
593,156,2,24-12-2023,1,The product stopped working after a month.,Negative,Durability
594,276,2,01-02-2024,1,I had a bad experience with this product.,Negative,Product Performance
595,246,1,07-08-2024,5,"Excellent product, highly recommend!",Positive,None
596,131,9,19-03-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
597,159,17,21-09-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
598,26,1,11-02-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
599,20,1,27-10-2023,1,The product stopped working after a month.,Negative,Durability
600,212,9,03-01-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
601,237,13,25-06-2024,1,Not worth the money.,Negative,Product Cost
602,109,10,02-07-2024,1,Not worth the money.,Negative,Product Cost
603,226,12,24-06-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
604,209,1,16-10-2023,2,The product arrived late.,Negative,Delivery
605,298,20,26-05-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
606,203,14,18-05-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
607,228,14,03-03-2023,5,"Excellent product, highly recommend!",Positive,None
608,99,17,10-02-2023,1,The product stopped working after a month.,Negative,Durability
609,241,20,06-12-2023,1,The product stopped working after a month.,Negative,Durability
610,41,3,03-06-2024,5,"Excellent product, highly recommend!",Positive,None
611,88,4,29-01-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
612,91,12,03-03-2023,2,The product arrived late.,Negative,Delivery
613,61,12,02-08-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
614,12,10,04-09-2023,5,"Excellent product, highly recommend!",Positive,None
615,174,1,25-03-2024,5,"Excellent product, highly recommend!",Positive,None
616,255,9,14-03-2023,1,I had a bad experience with this product.,Negative,Product Performance
617,222,9,07-05-2024,1,Not worth the money.,Negative,Product Cost
618,248,13,13-07-2023,1,Not worth the money.,Negative,Product Cost
619,52,2,08-12-2024,4,"Great purchase, very satisfied.",Positive,None
620,81,8,05-05-2023,2,Disappointed with the performance.,Negative,Product Performance
621,235,13,28-04-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
622,84,12,11-11-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
623,52,14,06-06-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
624,150,9,24-01-2024,2,Disappointed with the performance.,Negative,Product Performance
625,215,10,10-01-2024,1,Not worth the money.,Negative,Product Cost
626,259,20,04-07-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
627,158,3,11-11-2024,2,The product arrived late.,Negative,Delivery
628,117,6,04-06-2024,1,Not worth the money.,Negative,Product Cost
629,35,3,05-09-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
630,66,9,30-11-2024,1,I had a bad experience with this product.,Negative,Product Performance
631,143,16,30-12-2024,2,Disappointed with the performance.,Negative,Product Performance
632,81,19,13-04-2024,1,The product stopped working after a month.,Negative,Durability
633,167,19,05-04-2023,1,The product stopped working after a month.,Negative,Durability
634,137,10,26-06-2024,2,Disappointed with the performance.,Negative,Product Performance
635,157,1,06-01-2023,2,Disappointed with the performance.,Negative,Product Performance
636,159,13,14-12-2023,1,Not worth the money.,Negative,Product Cost
637,279,9,19-02-2024,4,"Great purchase, very satisfied.",Positive,None
638,297,5,21-10-2024,1,The product stopped working after a month.,Negative,Durability
639,149,18,30-05-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
640,287,1,21-10-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
641,125,16,11-02-2024,1,I had a bad experience with this product.,Negative,Product Performance
642,245,14,18-09-2023,2,Disappointed with the performance.,Negative,Product Performance
643,241,7,08-04-2024,2,The product arrived late.,Negative,Delivery
644,24,11,12-09-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
645,76,12,25-04-2023,2,Disappointed with the performance.,Negative,Product Performance
646,52,18,10-04-2024,5,"Excellent product, highly recommend!",Positive,None
647,217,5,05-07-2024,2,Disappointed with the performance.,Negative,Product Performance
648,229,10,28-03-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
649,235,14,11-03-2024,1,The product stopped working after a month.,Negative,Durability
650,205,2,09-12-2024,2,Disappointed with the performance.,Negative,Product Performance
651,42,19,04-05-2023,2,Disappointed with the performance.,Negative,Product Performance
652,98,12,17-06-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
653,130,5,17-12-2023,2,Disappointed with the performance.,Negative,Product Performance
654,108,4,04-04-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
655,297,16,16-01-2023,2,The product arrived late.,Negative,Delivery
656,182,14,03-04-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
657,295,4,27-01-2023,1,I had a bad experience with this product.,Negative,Product Performance
658,192,14,06-08-2023,1,Not worth the money.,Negative,Product Cost
659,213,16,17-02-2023,1,I had a bad experience with this product.,Negative,Product Performance
660,156,9,01-04-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
661,247,4,06-10-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
662,182,15,24-04-2024,5,The quality is top-notch. Fits perfectly!,Positive,None
663,70,12,19-01-2023,1,The product stopped working after a month.,Negative,Durability
664,44,12,13-01-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
665,132,20,16-10-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
666,276,11,14-04-2024,1,Not worth the money.,Negative,Product Cost
667,166,5,15-01-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
668,111,16,22-09-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
669,282,9,01-01-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
670,173,16,04-02-2024,1,Not worth the money.,Negative,Product Cost
671,210,7,05-09-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
672,140,6,04-01-2023,1,The product stopped working after a month.,Negative,Durability
673,171,1,01-08-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
674,111,1,03-12-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
675,83,16,26-04-2024,4,Five stars for the quick delivery.,Positive,None
676,271,5,01-05-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
677,293,11,19-11-2024,2,The product arrived late.,Negative,Delivery
678,285,16,03-03-2023,1,The product stopped working after a month.,Negative,Durability
679,285,19,07-10-2023,4,Five stars for the quick delivery.,Positive,None
680,219,13,24-01-2023,4,"Great purchase, very satisfied.",Positive,None
681,210,14,16-09-2024,2,The product arrived late.,Negative,Delivery
682,16,6,20-04-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
683,157,9,07-07-2024,4,Five stars for the quick delivery.,Positive,None
684,147,7,09-12-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
685,24,2,08-05-2024,2,Disappointed with the performance.,Negative,Product Performance
686,204,4,18-03-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
687,115,16,22-05-2024,1,Not worth the money.,Negative,Product Cost
688,240,17,20-09-2023,4,Five stars for the quick delivery.,Positive,None
689,143,16,19-04-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
690,148,19,08-03-2023,2,Disappointed with the performance.,Negative,Product Performance
691,58,13,17-07-2023,1,I had a bad experience with this product.,Negative,Product Performance
692,220,19,08-12-2023,5,The quality is top-notch. Fits perfectly!,Positive,None
693,242,6,18-12-2023,2,Disappointed with the performance.,Negative,Product Performance
694,91,12,06-02-2023,5,"Excellent product, highly recommend!",Positive,None
695,199,20,17-03-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
696,219,20,02-05-2024,2,The product arrived late.,Negative,Delivery
697,32,16,01-10-2024,2,The product arrived late.,Negative,Delivery
698,73,7,24-02-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
699,24,1,20-06-2024,5,"Excellent product, highly recommend!",Positive,None
700,101,7,12-11-2023,1,The product stopped working after a month.,Negative,Durability
701,297,1,25-05-2023,4,"Great purchase, very satisfied.",Positive,None
702,246,10,26-08-2023,4,Five stars for the quick delivery.,Positive,None
703,222,19,29-06-2023,1,Not worth the money.,Negative,Product Cost
704,143,20,16-10-2023,5,"Excellent product, highly recommend!",Positive,None
705,283,1,03-04-2023,1,The product stopped working after a month.,Negative,Durability
706,195,19,16-10-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
707,61,4,22-10-2024,1,The product stopped working after a month.,Negative,Durability
708,90,19,04-11-2023,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
709,135,2,11-09-2023,5,"Excellent product, highly recommend!",Positive,None
710,55,18,09-06-2023,2,The product arrived late.,Negative,Delivery
711,237,20,07-04-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
712,223,12,27-08-2024,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
713,50,3,31-10-2024,4,Five stars for the quick delivery.,Positive,None
714,15,7,25-08-2023,2,Disappointed with the performance.,Negative,Product Performance
715,31,12,09-09-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
716,222,14,23-10-2024,2,Disappointed with the performance.,Negative,Product Performance
717,130,5,11-08-2023,2,Disappointed with the performance.,Negative,Product Performance
718,149,7,25-07-2024,1,I had a bad experience with this product.,Negative,Product Performance
719,107,16,01-01-2024,1,I had a bad experience with this product.,Negative,Product Performance
720,147,6,26-06-2024,2,The product arrived late.,Negative,Delivery
721,154,13,06-09-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
722,246,8,10-11-2023,1,I had a bad experience with this product.,Negative,Product Performance
723,282,11,24-02-2023,1,The product stopped working after a month.,Negative,Durability
724,125,1,03-07-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
725,244,5,01-12-2024,1,Not worth the money.,Negative,Product Cost
726,41,15,12-08-2024,4,"Great purchase, very satisfied.",Positive,None
727,39,13,12-06-2023,3,"Average experience, nothing special.",Mixed Negative,Unmet Expectations
728,24,11,27-12-2023,4,"Great purchase, very satisfied.",Positive,None
729,81,14,30-03-2024,2,Disappointed with the performance.,Negative,Product Performance
730,75,9,01-11-2024,1,I had a bad experience with this product.,Negative,Product Performance
731,157,17,09-09-2023,1,The product stopped working after a month.,Negative,Durability
732,239,5,09-02-2024,2,The product arrived late.,Negative,Delivery
733,237,16,26-08-2024,4,"Great purchase, very satisfied.",Positive,None
734,262,17,06-08-2024,4,Shipping was fast and the item was well-packaged.,Positive,None
735,41,6,23-06-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
736,227,6,02-06-2024,2,Product did not meet my expectations.,Negative,Unmet Expectations
737,246,9,24-05-2024,1,Not worth the money.,Negative,Product Cost
738,276,13,23-09-2024,5,"Excellent product, highly recommend!",Positive,None
739,27,10,19-01-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
740,195,6,03-09-2024,3,"Good quality, but could be cheaper.",Mixed Negative,Product Cost
741,196,11,07-07-2023,1,The product stopped working after a month.,Negative,Durability
742,145,4,21-11-2023,2,Product did not meet my expectations.,Negative,Unmet Expectations
743,113,3,12-11-2024,2,The product arrived late.,Negative,Delivery
744,26,5,19-01-2023,4,Shipping was fast and the item was well-packaged.,Positive,None
745,11,9,21-03-2023,1,The product stopped working after a month.,Negative,Durability
746,5,15,15-04-2023,2,Disappointed with the performance.,Negative,Product Performance
747,36,5,01-09-2024,1,Not worth the money.,Negative,Product Cost
