ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText
479,138,2,07-12-2024,1,The product stopped working after a month.
480,196,6,14-05-2024,2,  The product arrived late.   
481,14,17,29-06-2024,1,The product stopped working after a month.
482,28,13,29-05-2024,1,Not worth the money.
483,104,3,06-05-2023,4,Five  stars  for  the  quick  delivery.
484,61,15,19-08-2024,3,"  Average experience, nothing special.   "
485,72,18,02-06-2023,1,Not worth the money.
486,83,7,05-09-2023,5,"Excellent product, highly recommend!"
487,95,11,04-02-2024,2,Product did not meet my expectations.
488,256,5,21-12-2023,5,  The quality is top-notch. Fits perfectly!   
489,110,17,19-12-2023,1,Not worth the money.
490,220,4,10-03-2024,4,Five  stars  for  the  quick  delivery.
491,236,4,25-09-2023,5,"Excellent product, highly recommend!"
492,98,9,28-06-2023,2,  Product did not meet my expectations.   
493,254,7,28-05-2023,4,"Great purchase, very satisfied."
494,162,16,27-08-2023,1,The product stopped working after a month.
495,251,9,04-07-2023,1,Not worth the money.
496,52,10,04-06-2023,5,  The quality is top-notch. Fits perfectly!   
497,130,6,05-02-2023,2,Product  did  not  meet  my  expectations.
498,123,16,25-09-2023,5,"Excellent product, highly recommend!"
499,190,17,11-04-2024,5,"Excellent product, highly recommend!"
500,148,5,17-12-2023,5,  The quality is top-notch. Fits perfectly!   
501,169,19,20-05-2023,1,I had a bad experience with this product.
502,169,8,18-10-2024,1,Not worth the money.
503,2,19,08-01-2024,3,"Average experience, nothing special."
504,281,16,21-05-2024,2,    Disappointed  with  the  performance.      
505,115,13,30-10-2023,1,I had a bad experience with this product.
506,94,16,04-08-2023,2,Product did not meet my expectations.
507,300,12,09-04-2024,4,Five stars for the quick delivery.
508,114,17,03-10-2024,5,"  Excellent product, highly recommend!   "
509,217,3,11-05-2023,2,Disappointed with the performance.
510,77,3,03-09-2023,3,"Average experience, nothing special."
511,54,4,06-11-2024,1,I  had  a  bad  experience  with  this  product.
512,38,8,02-11-2024,4,"  Great purchase, very satisfied.   "
513,26,4,31-01-2023,2,Product did not meet my expectations.
514,169,7,17-01-2024,1,Not worth the money.
515,23,6,24-09-2023,3,"Good quality, but could be cheaper."
516,296,9,21-06-2024,1,  Not worth the money.   
517,148,4,24-06-2023,4,"Great purchase, very satisfied."
518,72,5,05-07-2023,4,"Great  purchase,  very  satisfied."
519,88,2,25-07-2024,2,Product did not meet my expectations.
520,128,17,26-11-2023,1,  The product stopped working after a month.   
521,243,2,12-08-2024,4,Shipping was fast and the item was well-packaged.
522,107,19,18-04-2023,4,"Great purchase, very satisfied."
523,246,1,23-06-2024,3,"Average experience, nothing special."
524,288,15,15-06-2024,4,"  Great purchase, very satisfied.   "
525,246,20,23-06-2023,5,"Excellent  product,  highly  recommend!"
526,116,4,10-03-2024,1,The product stopped working after a month.
527,284,6,24-05-2023,3,"Good quality, but could be cheaper."
528,28,17,07-01-2023,2,  Disappointed with the performance.   
529,108,15,11-03-2023,3,"Average experience, nothing special."
530,55,20,26-08-2023,5,"Excellent product, highly recommend!"
531,230,18,05-11-2023,4,Shipping was fast and the item was well-packaged.
532,279,18,10-09-2023,2,    The  product  arrived  late.      
533,2,7,30-03-2024,1,I had a bad experience with this product.
534,143,15,25-08-2023,2,The product arrived late.
535,64,4,17-08-2023,1,Not worth the money.
536,107,15,04-03-2023,1,  I had a bad experience with this product.   
537,129,19,30-09-2023,3,"Good quality, but could be cheaper."
538,87,10,11-01-2024,3,"Average experience, nothing special."
539,158,1,26-03-2024,2,Product  did  not  meet  my  expectations.
540,8,1,25-11-2023,4,"  Great purchase, very satisfied.   "
541,183,11,27-10-2024,2,The product arrived late.
542,266,5,29-07-2023,4,Shipping was fast and the item was well-packaged.
543,283,4,14-11-2024,5,"Excellent product, highly recommend!"
544,262,1,14-11-2024,2,  The product arrived late.   
545,92,19,29-10-2024,1,The product stopped working after a month.
546,119,17,26-11-2023,5,The  quality  is  top-notch.  Fits  perfectly!
547,70,18,15-10-2023,2,Product did not meet my expectations.
548,247,19,20-07-2024,1,  Not worth the money.   
549,85,11,11-06-2024,2,Product did not meet my expectations.
550,182,8,20-04-2024,5,"Excellent product, highly recommend!"
551,191,14,29-10-2023,5,"Excellent product, highly recommend!"
552,165,8,10-08-2023,1,  The product stopped working after a month.   
553,18,15,17-01-2023,3,"Good  quality,  but  could  be  cheaper."
554,211,14,28-11-2024,2,Product did not meet my expectations.
555,32,13,07-08-2023,1,Not worth the money.
556,120,3,13-04-2023,2,  Disappointed with the performance.   
557,36,14,14-12-2024,5,"Excellent product, highly recommend!"
558,54,19,07-12-2023,3,"Average experience, nothing special."
559,113,1,01-09-2024,4,"Great purchase, very satisfied."
560,251,7,27-04-2023,4,"    Great  purchase,  very  satisfied.      "
561,131,2,24-08-2023,2,Product did not meet my expectations.
562,253,20,21-03-2023,2,Product did not meet my expectations.
563,5,7,12-05-2024,2,Disappointed with the performance.
564,109,1,29-02-2024,5,"  Excellent product, highly recommend!   "
565,276,19,21-05-2023,5,The quality is top-notch. Fits perfectly!
566,8,10,15-01-2024,2,The product arrived late.
567,67,2,03-05-2024,4,Five  stars  for  the  quick  delivery.
568,50,13,06-07-2023,4,  Shipping was fast and the item was well-packaged.   
569,230,10,11-05-2023,4,Shipping was fast and the item was well-packaged.
570,221,18,04-10-2023,2,Product did not meet my expectations.
571,125,5,04-01-2024,1,Not worth the money.
572,165,2,10-03-2024,3,"  Average experience, nothing special.   "
573,69,19,07-11-2024,2,Disappointed with the performance.
574,13,11,13-08-2023,3,"Good  quality,  but  could  be  cheaper."
575,226,20,12-10-2024,5,"Excellent product, highly recommend!"
576,67,1,06-04-2024,4,  Five stars for the quick delivery.   
577,18,20,20-12-2023,2,Product did not meet my expectations.
578,281,20,24-01-2023,4,"Great purchase, very satisfied."
579,161,11,12-01-2023,2,The product arrived late.
580,51,19,10-09-2024,1,  Not worth the money.   
581,213,18,27-09-2023,4,Shipping  was  fast  and  the  item  was  well-packaged.
582,165,14,01-12-2023,1,The product stopped working after a month.
583,229,18,23-03-2023,1,The product stopped working after a month.
584,229,9,29-10-2023,4,  Five stars for the quick delivery.   
585,18,11,24-09-2023,5,The quality is top-notch. Fits perfectly!
586,186,3,14-01-2024,1,The product stopped working after a month.
587,167,14,10-05-2024,1,Not worth the money.
588,144,1,31-07-2024,1,    Not  worth  the  money.      
589,90,2,30-04-2023,1,The product stopped working after a month.
590,202,16,20-11-2023,2,Disappointed with the performance.
591,125,2,25-01-2023,5,"Excellent product, highly recommend!"
592,115,9,04-10-2024,5,"  Excellent product, highly recommend!   "
593,156,2,24-12-2023,1,The product stopped working after a month.
594,276,2,01-02-2024,1,I had a bad experience with this product.
595,246,1,07-08-2024,5,"Excellent  product,  highly  recommend!"
596,131,9,19-03-2024,3,"  Average experience, nothing special.   "
597,159,17,21-09-2023,5,The quality is top-notch. Fits perfectly!
598,26,1,11-02-2023,4,Shipping was fast and the item was well-packaged.
599,20,1,27-10-2023,1,The product stopped working after a month.
600,212,9,03-01-2024,4,  Shipping was fast and the item was well-packaged.   
601,237,13,25-06-2024,1,Not worth the money.
602,109,10,02-07-2024,1,Not  worth  the  money.
603,226,12,24-06-2023,3,"Average experience, nothing special."
604,209,1,16-10-2023,2,  The product arrived late.   
605,298,20,26-05-2023,4,Shipping was fast and the item was well-packaged.
606,203,14,18-05-2023,3,"Average experience, nothing special."
607,228,14,03-03-2023,5,"Excellent product, highly recommend!"
608,99,17,10-02-2023,1,  The product stopped working after a month.   
609,241,20,06-12-2023,1,The  product  stopped  working  after  a  month.
610,41,3,03-06-2024,5,"Excellent product, highly recommend!"
611,88,4,29-01-2024,3,"Average experience, nothing special."
612,91,12,03-03-2023,2,  The product arrived late.   
613,61,12,02-08-2024,3,"Average experience, nothing special."
614,12,10,04-09-2023,5,"Excellent product, highly recommend!"
615,174,1,25-03-2024,5,"Excellent product, highly recommend!"
616,255,9,14-03-2023,1,    I  had  a  bad  experience  with  this  product.      
617,222,9,07-05-2024,1,Not worth the money.
618,248,13,13-07-2023,1,Not worth the money.
619,52,2,08-12-2024,4,"Great purchase, very satisfied."
620,81,8,05-05-2023,2,  Disappointed with the performance.   
621,235,13,28-04-2024,5,The quality is top-notch. Fits perfectly!
622,84,12,11-11-2023,3,"Good quality, but could be cheaper."
623,52,14,06-06-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.
624,150,9,24-01-2024,2,  Disappointed with the performance.   
625,215,10,10-01-2024,1,Not worth the money.
626,259,20,04-07-2023,4,Shipping was fast and the item was well-packaged.
627,158,3,11-11-2024,2,The product arrived late.
628,117,6,04-06-2024,1,  Not worth the money.   
629,35,3,05-09-2023,2,Product did not meet my expectations.
630,66,9,30-11-2024,1,I  had  a  bad  experience  with  this  product.
631,143,16,30-12-2024,2,Disappointed with the performance.
632,81,19,13-04-2024,1,  The product stopped working after a month.   
633,167,19,05-04-2023,1,The product stopped working after a month.
634,137,10,26-06-2024,2,Disappointed with the performance.
635,157,1,06-01-2023,2,Disappointed with the performance.
636,159,13,14-12-2023,1,  Not worth the money.   
637,279,9,19-02-2024,4,"Great  purchase,  very  satisfied."
638,297,5,21-10-2024,1,The product stopped working after a month.
639,149,18,30-05-2024,2,Product did not meet my expectations.
640,287,1,21-10-2024,2,  Product did not meet my expectations.   
641,125,16,11-02-2024,1,I had a bad experience with this product.
642,245,14,18-09-2023,2,Disappointed with the performance.
643,241,7,08-04-2024,2,The product arrived late.
644,24,11,12-09-2023,4,    Shipping  was  fast  and  the  item  was  well-packaged.      
645,76,12,25-04-2023,2,Disappointed with the performance.
646,52,18,10-04-2024,5,"Excellent product, highly recommend!"
647,217,5,05-07-2024,2,Disappointed with the performance.
648,229,10,28-03-2024,3,"  Good quality, but could be cheaper.   "
649,235,14,11-03-2024,1,The product stopped working after a month.
650,205,2,09-12-2024,2,Disappointed with the performance.
651,42,19,04-05-2023,2,Disappointed  with  the  performance.
652,98,12,17-06-2023,3,"  Good quality, but could be cheaper.   "
653,130,5,17-12-2023,2,Disappointed with the performance.
654,108,4,04-04-2024,3,"Good quality, but could be cheaper."
655,297,16,16-01-2023,2,The product arrived late.
656,182,14,03-04-2024,3,"  Average experience, nothing special.   "
657,295,4,27-01-2023,1,I had a bad experience with this product.
658,192,14,06-08-2023,1,Not  worth  the  money.
659,213,16,17-02-2023,1,I had a bad experience with this product.
660,156,9,01-04-2024,2,  Product did not meet my expectations.   
661,247,4,06-10-2023,5,The quality is top-notch. Fits perfectly!
662,182,15,24-04-2024,5,The quality is top-notch. Fits perfectly!
663,70,12,19-01-2023,1,The product stopped working after a month.
664,44,12,13-01-2024,4,  Shipping was fast and the item was well-packaged.   
665,132,20,16-10-2023,5,The  quality  is  top-notch.  Fits  perfectly!
666,276,11,14-04-2024,1,Not worth the money.
667,166,5,15-01-2024,3,"Good quality, but could be cheaper."
668,111,16,22-09-2023,4,  Shipping was fast and the item was well-packaged.   
669,282,9,01-01-2024,3,"Average experience, nothing special."
670,173,16,04-02-2024,1,Not worth the money.
671,210,7,05-09-2023,3,"Average experience, nothing special."
672,140,6,04-01-2023,1,    The  product  stopped  working  after  a  month.      
673,171,1,01-08-2024,3,"Average experience, nothing special."
674,111,1,03-12-2024,2,Product did not meet my expectations.
675,83,16,26-04-2024,4,Five stars for the quick delivery.
676,271,5,01-05-2024,3,"  Good quality, but could be cheaper.   "
677,293,11,19-11-2024,2,The product arrived late.
678,285,16,03-03-2023,1,The product stopped working after a month.
679,285,19,07-10-2023,4,Five  stars  for  the  quick  delivery.
680,219,13,24-01-2023,4,"  Great purchase, very satisfied.   "
681,210,14,16-09-2024,2,The product arrived late.
682,16,6,20-04-2024,3,"Good quality, but could be cheaper."
683,157,9,07-07-2024,4,Five stars for the quick delivery.
684,147,7,09-12-2024,3,"  Average experience, nothing special.   "
685,24,2,08-05-2024,2,Disappointed with the performance.
686,204,4,18-03-2024,3,"Average  experience,  nothing  special."
687,115,16,22-05-2024,1,Not worth the money.
688,240,17,20-09-2023,4,  Five stars for the quick delivery.   
689,143,16,19-04-2023,3,"Good quality, but could be cheaper."
690,148,19,08-03-2023,2,Disappointed with the performance.
691,58,13,17-07-2023,1,I had a bad experience with this product.
692,220,19,08-12-2023,5,  The quality is top-notch. Fits perfectly!   
693,242,6,18-12-2023,2,Disappointed  with  the  performance.
694,91,12,06-02-2023,5,"Excellent product, highly recommend!"
695,199,20,17-03-2023,3,"Average experience, nothing special."
696,219,20,02-05-2024,2,  The product arrived late.   
697,32,16,01-10-2024,2,The product arrived late.
698,73,7,24-02-2023,2,Product did not meet my expectations.
699,24,1,20-06-2024,5,"Excellent product, highly recommend!"
700,101,7,12-11-2023,1,    The  product  stopped  working  after  a  month.      
701,297,1,25-05-2023,4,"Great purchase, very satisfied."
702,246,10,26-08-2023,4,Five stars for the quick delivery.
703,222,19,29-06-2023,1,Not worth the money.
704,143,20,16-10-2023,5,"  Excellent product, highly recommend!   "
705,283,1,03-04-2023,1,The product stopped working after a month.
706,195,19,16-10-2024,3,"Average experience, nothing special."
707,61,4,22-10-2024,1,The  product  stopped  working  after  a  month.
708,90,19,04-11-2023,3,"  Good quality, but could be cheaper.   "
709,135,2,11-09-2023,5,"Excellent product, highly recommend!"
710,55,18,09-06-2023,2,The product arrived late.
711,237,20,07-04-2023,4,Shipping was fast and the item was well-packaged.
712,223,12,27-08-2024,3,"  Average experience, nothing special.   "
713,50,3,31-10-2024,4,Five stars for the quick delivery.
714,15,7,25-08-2023,2,Disappointed  with  the  performance.
715,31,12,09-09-2024,3,"Good quality, but could be cheaper."
716,222,14,23-10-2024,2,  Disappointed with the performance.   
717,130,5,11-08-2023,2,Disappointed with the performance.
718,149,7,25-07-2024,1,I had a bad experience with this product.
719,107,16,01-01-2024,1,I had a bad experience with this product.
720,147,6,26-06-2024,2,  The product arrived late.   
721,154,13,06-09-2023,2,Product  did  not  meet  my  expectations.
722,246,8,10-11-2023,1,I had a bad experience with this product.
723,282,11,24-02-2023,1,The product stopped working after a month.
724,125,1,03-07-2023,2,  Product did not meet my expectations.   
725,244,5,01-12-2024,1,Not worth the money.
726,41,15,12-08-2024,4,"Great purchase, very satisfied."
727,39,13,12-06-2023,3,"Average experience, nothing special."
728,24,11,27-12-2023,4,"    Great  purchase,  very  satisfied.      "
729,81,14,30-03-2024,2,Disappointed with the performance.
730,75,9,01-11-2024,1,I had a bad experience with this product.
731,157,17,09-09-2023,1,The product stopped working after a month.
732,239,5,09-02-2024,2,  The product arrived late.   
733,237,16,26-08-2024,4,"Great purchase, very satisfied."
734,262,17,06-08-2024,4,Shipping was fast and the item was well-packaged.
735,41,6,23-06-2024,3,"Good  quality,  but  could  be  cheaper."
736,227,6,02-06-2024,2,  Product did not meet my expectations.   
737,246,9,24-05-2024,1,Not worth the money.
738,276,13,23-09-2024,5,"Excellent product, highly recommend!"
739,27,10,19-01-2023,2,Product did not meet my expectations.
740,195,6,03-09-2024,3,"  Good quality, but could be cheaper.   "
741,196,11,07-07-2023,1,The product stopped working after a month.
742,145,4,21-11-2023,2,Product  did  not  meet  my  expectations.
743,113,3,12-11-2024,2,The product arrived late.
744,26,5,19-01-2023,4,  Shipping was fast and the item was well-packaged.   
745,11,9,21-03-2023,1,The product stopped working after a month.
746,5,15,15-04-2023,2,Disappointed with the performance.
747,36,5,01-09-2024,1,Not worth the money.
748,144,8,05-12-2024,4,"  Great purchase, very satisfied.   "
749,234,2,04-07-2023,3,"Good  quality,  but  could  be  cheaper."
750,187,15,25-06-2024,5,"Excellent product, highly recommend!"
751,150,20,10-02-2024,4,"Great purchase, very satisfied."
752,184,11,31-01-2023,5,"  Excellent product, highly recommend!   "
753,299,7,14-01-2024,4,"Great purchase, very satisfied."
754,33,3,01-02-2023,5,"Excellent product, highly recommend!"
755,166,17,06-11-2023,3,"Average experience, nothing special."
756,203,15,19-08-2023,5,"    Excellent  product,  highly  recommend!      "
757,113,16,28-02-2023,1,The product stopped working after a month.
758,24,3,11-11-2024,1,The product stopped working after a month.
759,237,9,03-08-2024,4,"Great purchase, very satisfied."
760,48,15,04-01-2024,3,"  Good quality, but could be cheaper.   "
761,15,16,27-08-2023,5,The quality is top-notch. Fits perfectly!
762,95,4,23-12-2024,1,The product stopped working after a month.
763,228,7,09-04-2024,4,"Great  purchase,  very  satisfied."
764,121,20,07-05-2024,1,  Not worth the money.   
765,23,3,06-01-2023,5,"Excellent product, highly recommend!"
766,149,19,25-06-2023,3,"Good quality, but could be cheaper."
767,81,3,18-07-2024,2,Disappointed with the performance.
768,81,6,24-11-2024,4,  Shipping was fast and the item was well-packaged.   
769,8,1,01-03-2024,5,"Excellent product, highly recommend!"
770,107,17,26-01-2024,3,"Average  experience,  nothing  special."
771,139,19,12-03-2024,3,"Good quality, but could be cheaper."
772,28,6,27-10-2024,3,"  Average experience, nothing special.   "
773,44,9,13-09-2023,3,"Average experience, nothing special."
774,278,2,11-10-2023,2,Product did not meet my expectations.
775,43,3,24-07-2024,1,The product stopped working after a month.
776,16,2,07-11-2023,3,"  Average experience, nothing special.   "
777,27,3,20-11-2023,1,The  product  stopped  working  after  a  month.
778,125,3,25-12-2024,5,"Excellent product, highly recommend!"
779,293,11,17-09-2024,1,I had a bad experience with this product.
780,209,2,04-06-2023,2,  Product did not meet my expectations.   
781,208,20,15-07-2023,1,Not worth the money.
782,141,16,11-05-2024,2,Disappointed with the performance.
783,224,14,20-02-2023,3,"Average experience, nothing special."
784,132,17,07-12-2023,3,"    Good  quality,  but  could  be  cheaper.      "
785,77,11,28-04-2024,3,"Average experience, nothing special."
786,5,9,23-06-2023,4,Five stars for the quick delivery.
787,159,13,25-09-2023,1,Not worth the money.
788,30,13,27-08-2024,4,  Shipping was fast and the item was well-packaged.   
789,257,14,23-04-2023,1,Not worth the money.
790,252,11,22-09-2023,5,"Excellent product, highly recommend!"
791,266,6,25-05-2024,1,Not  worth  the  money.
792,256,4,29-04-2023,4,  Shipping was fast and the item was well-packaged.   
793,288,18,10-04-2023,3,"Good quality, but could be cheaper."
794,29,12,23-07-2024,5,The quality is top-notch. Fits perfectly!
795,39,19,26-05-2024,1,I had a bad experience with this product.
796,170,12,16-05-2024,5,  The quality is top-notch. Fits perfectly!   
797,286,6,16-02-2024,2,Product did not meet my expectations.
798,281,13,30-11-2023,5,The  quality  is  top-notch.  Fits  perfectly!
799,135,9,24-10-2023,5,"Excellent product, highly recommend!"
800,154,9,21-05-2023,2,  Disappointed with the performance.   
801,134,5,19-02-2024,2,Product did not meet my expectations.
802,10,17,05-07-2024,5,The quality is top-notch. Fits perfectly!
803,178,2,08-03-2023,3,"Average experience, nothing special."
804,64,8,24-03-2024,1,  I had a bad experience with this product.   
805,263,14,01-07-2023,3,"Good  quality,  but  could  be  cheaper."
806,262,9,24-09-2024,2,Product did not meet my expectations.
807,23,10,27-05-2023,4,Shipping was fast and the item was well-packaged.
808,33,14,30-07-2024,1,  I had a bad experience with this product.   
809,259,4,29-10-2023,4,Five stars for the quick delivery.
810,3,15,27-01-2024,1,I had a bad experience with this product.
811,276,3,25-03-2024,1,I had a bad experience with this product.
812,6,2,15-03-2024,2,    The  product  arrived  late.      
813,40,9,14-08-2023,3,"Good quality, but could be cheaper."
814,185,19,28-04-2024,4,Five stars for the quick delivery.
815,116,20,28-10-2024,1,Not worth the money.
816,240,13,25-02-2024,1,  The product stopped working after a month.   
817,54,2,17-11-2023,4,Shipping was fast and the item was well-packaged.
818,63,15,27-03-2023,3,"Average experience, nothing special."
819,20,1,21-05-2024,3,"Good  quality,  but  could  be  cheaper."
820,8,3,05-12-2024,2,  Product did not meet my expectations.   
821,179,4,28-12-2024,1,The product stopped working after a month.
822,275,1,06-01-2023,2,Product did not meet my expectations.
823,243,18,14-09-2023,4,Five stars for the quick delivery.
824,260,10,12-01-2024,3,"  Average experience, nothing special.   "
825,234,14,16-04-2023,2,The product arrived late.
826,220,16,08-05-2024,1,Not  worth  the  money.
827,24,14,14-03-2024,2,Product did not meet my expectations.
828,68,3,10-09-2024,1,  The product stopped working after a month.   
829,82,6,20-07-2024,1,Not worth the money.
830,120,10,23-08-2024,5,"Excellent product, highly recommend!"
831,133,7,11-01-2023,1,I had a bad experience with this product.
832,78,4,07-01-2024,4,  Five stars for the quick delivery.   
833,232,6,08-01-2024,2,Disappointed  with  the  performance.
834,249,18,16-08-2023,4,"Great purchase, very satisfied."
835,217,15,15-10-2023,1,Not worth the money.
836,28,17,25-11-2024,2,  Disappointed with the performance.   
837,53,6,04-12-2024,1,Not worth the money.
838,24,12,30-08-2024,2,Disappointed with the performance.
839,138,10,05-12-2024,2,Product did not meet my expectations.
840,201,19,30-06-2024,2,    The  product  arrived  late.      
841,15,3,30-06-2023,1,I had a bad experience with this product.
842,85,11,19-02-2024,1,Not worth the money.
843,67,2,28-06-2024,4,"Great purchase, very satisfied."
844,213,4,15-01-2023,2,  The product arrived late.   
845,277,2,02-06-2023,3,"Average experience, nothing special."
846,252,2,13-03-2023,3,"Good quality, but could be cheaper."
847,87,2,31-10-2024,3,"Good  quality,  but  could  be  cheaper."
848,124,15,05-03-2023,4,"  Great purchase, very satisfied.   "
849,191,11,25-09-2024,3,"Average experience, nothing special."
850,55,11,07-05-2023,3,"Good quality, but could be cheaper."
851,225,13,20-03-2023,3,"Good quality, but could be cheaper."
852,212,5,09-08-2024,3,"  Good quality, but could be cheaper.   "
853,178,18,11-02-2024,1,The product stopped working after a month.
854,99,13,25-02-2023,4,Five  stars  for  the  quick  delivery.
855,185,8,20-01-2024,2,The product arrived late.
856,250,7,28-05-2023,1,  Not worth the money.   
857,32,20,01-06-2023,4,Five stars for the quick delivery.
858,168,9,04-01-2024,5,The quality is top-notch. Fits perfectly!
859,282,1,01-02-2024,2,Disappointed with the performance.
860,138,1,19-09-2024,2,  Product did not meet my expectations.   
861,287,15,29-07-2023,1,I  had  a  bad  experience  with  this  product.
862,287,16,10-04-2023,2,The product arrived late.
863,103,10,01-05-2023,1,Not worth the money.
864,29,2,17-10-2024,5,  The quality is top-notch. Fits perfectly!   
865,224,13,27-11-2023,2,The product arrived late.
866,150,17,22-10-2023,4,"Great purchase, very satisfied."
867,289,8,28-01-2023,1,Not worth the money.
868,3,9,16-03-2024,5,    The  quality  is  top-notch.  Fits  perfectly!      
869,116,11,27-10-2024,1,The product stopped working after a month.
870,213,1,26-12-2024,2,The product arrived late.
871,255,2,29-01-2024,4,Shipping was fast and the item was well-packaged.
872,290,8,26-04-2024,3,"  Average experience, nothing special.   "
873,3,10,17-10-2023,2,Product did not meet my expectations.
874,27,11,21-07-2024,4,"Great purchase, very satisfied."
875,30,9,26-04-2024,5,The  quality  is  top-notch.  Fits  perfectly!
876,65,16,01-11-2024,2,  The product arrived late.   
877,296,1,13-06-2023,2,Product did not meet my expectations.
878,218,9,13-01-2024,5,"Excellent product, highly recommend!"
879,97,1,03-12-2024,1,Not worth the money.
880,25,11,07-10-2024,1,  Not worth the money.   
881,26,4,30-09-2024,2,The product arrived late.
882,168,16,03-12-2023,4,Shipping  was  fast  and  the  item  was  well-packaged.
883,247,7,09-07-2024,2,The product arrived late.
884,1,18,17-10-2023,4,  Five stars for the quick delivery.   
885,249,10,25-01-2023,3,"Good quality, but could be cheaper."
886,82,17,18-06-2023,2,The product arrived late.
887,167,1,31-03-2024,4,Five stars for the quick delivery.
888,177,11,18-08-2023,4,  Five stars for the quick delivery.   
889,7,12,11-12-2024,4,Five  stars  for  the  quick  delivery.
890,275,12,16-03-2023,3,"Average experience, nothing special."
891,190,2,30-04-2023,4,"Great purchase, very satisfied."
892,169,6,16-09-2023,2,  Product did not meet my expectations.   
893,42,3,24-03-2024,2,The product arrived late.
894,262,16,19-11-2024,1,Not worth the money.
895,177,1,06-01-2024,5,"Excellent product, highly recommend!"
896,107,20,09-12-2024,5,"    Excellent  product,  highly  recommend!      "
897,272,9,31-03-2023,2,The product arrived late.
898,13,12,05-04-2023,4,Shipping was fast and the item was well-packaged.
899,53,5,23-01-2023,1,The product stopped working after a month.
900,2,16,22-09-2023,1,  I had a bad experience with this product.   
901,22,9,18-01-2024,5,"Excellent product, highly recommend!"
902,170,14,17-08-2024,2,Disappointed with the performance.
903,109,7,07-06-2023,2,Product  did  not  meet  my  expectations.
904,209,20,29-05-2023,1,  Not worth the money.   
905,196,18,08-08-2024,2,Disappointed with the performance.
906,136,15,20-08-2023,2,The product arrived late.
907,239,20,27-07-2023,5,The quality is top-notch. Fits perfectly!
908,291,5,21-11-2024,3,"  Average experience, nothing special.   "
909,92,7,09-09-2024,5,The quality is top-notch. Fits perfectly!
910,193,2,11-01-2024,3,"Good  quality,  but  could  be  cheaper."
911,102,14,16-02-2023,2,Product did not meet my expectations.
912,42,5,05-11-2023,5,"  Excellent product, highly recommend!   "
913,105,16,30-07-2023,2,Disappointed with the performance.
914,153,20,30-03-2023,4,Five stars for the quick delivery.
915,161,18,13-03-2023,2,Disappointed with the performance.
916,114,14,03-02-2024,2,  Disappointed with the performance.   
917,148,7,17-03-2024,4,Shipping  was  fast  and  the  item  was  well-packaged.
918,107,14,25-12-2023,1,I had a bad experience with this product.
919,100,3,04-11-2024,4,Shipping was fast and the item was well-packaged.
920,162,20,14-10-2023,3,"  Average experience, nothing special.   "
921,216,18,01-05-2023,3,"Average experience, nothing special."
922,17,18,20-08-2024,3,"Average experience, nothing special."
923,56,10,26-01-2024,1,The product stopped working after a month.
924,120,4,30-06-2024,2,    Product  did  not  meet  my  expectations.      
925,282,19,05-05-2024,3,"Good quality, but could be cheaper."
926,117,8,20-11-2024,1,Not worth the money.
927,24,5,23-07-2023,5,The quality is top-notch. Fits perfectly!
928,144,5,04-08-2023,4,"  Great purchase, very satisfied.   "
929,114,17,21-06-2024,1,I had a bad experience with this product.
930,123,4,08-11-2024,2,Disappointed with the performance.
931,198,1,29-05-2023,3,"Average  experience,  nothing  special."
932,14,20,31-12-2024,1,  I had a bad experience with this product.   
933,79,16,17-01-2023,4,Shipping was fast and the item was well-packaged.
934,3,1,14-11-2023,4,"Great purchase, very satisfied."
935,280,14,24-01-2024,3,"Good quality, but could be cheaper."
936,264,10,23-04-2024,5,  The quality is top-notch. Fits perfectly!   
937,256,5,03-02-2024,5,The quality is top-notch. Fits perfectly!
938,83,15,19-11-2023,2,Product  did  not  meet  my  expectations.
939,260,20,04-03-2024,3,"Good quality, but could be cheaper."
940,104,14,30-05-2024,5,  The quality is top-notch. Fits perfectly!   
941,183,7,12-05-2024,4,"Great purchase, very satisfied."
942,272,2,22-07-2024,1,Not worth the money.
943,270,5,26-07-2023,4,"Great purchase, very satisfied."
944,23,19,16-04-2024,5,  The quality is top-notch. Fits perfectly!   
945,48,20,17-08-2024,2,The  product  arrived  late.
946,87,10,20-04-2024,2,Product did not meet my expectations.
947,26,15,06-01-2024,5,"Excellent product, highly recommend!"
948,269,13,22-05-2023,5,"  Excellent product, highly recommend!   "
949,2,19,03-06-2024,1,I had a bad experience with this product.
950,212,7,18-02-2024,2,Product did not meet my expectations.
951,271,6,01-06-2024,1,I had a bad experience with this product.
952,35,14,11-07-2024,2,    Disappointed  with  the  performance.      
953,199,1,15-01-2023,3,"Good quality, but could be cheaper."
954,205,17,28-11-2024,2,The product arrived late.
955,33,6,13-05-2024,2,Disappointed with the performance.
956,25,10,17-06-2023,3,"  Average experience, nothing special.   "
957,88,18,19-11-2024,4,Shipping was fast and the item was well-packaged.
958,194,11,30-05-2024,5,The quality is top-notch. Fits perfectly!
959,217,18,18-03-2023,1,I  had  a  bad  experience  with  this  product.
960,231,20,18-05-2023,4,  Five stars for the quick delivery.   
961,147,4,12-11-2024,2,Disappointed with the performance.
962,234,20,29-03-2024,5,The quality is top-notch. Fits perfectly!
963,112,4,12-02-2023,2,The product arrived late.
